date,lottery,number,animal,time
2024-02-28,lottoactivo,4,alacran,02:00 PM
2024-02-28,lottoactivo,5,leon,03:00 PM
2024-02-28,lottoactivo,14,paloma,04:00 PM
2024-02-28,lottoactivo,16,oso,05:00 PM
2024-02-28,lottoactivo,3,ciempies,06:00 PM
2024-02-28,lottoactivo,34,venado,07:00 PM
2024-02-29,lottoactivo,1,carnero,09:00 AM
2024-02-29,lottoactivo,26,vaca,10:00 AM
2024-02-29,lottoactivo,15,zorro,11:00 AM
2024-02-29,lottoactivo,14,paloma,12:00 PM
2024-02-29,lottoactivo,20,cochino,01:00 PM
2024-02-29,lottoactivo,24,iguana,02:00 PM
2024-02-29,lottoactivo,32,ardilla,03:00 PM
2024-02-29,lottoactivo,31,lapa,04:00 PM
2024-02-29,lottoactivo,3,ciempies,05:00 PM
2024-02-29,lottoactivo,23,cebra,06:00 PM
2024-02-29,lottoactivo,11,gato,07:00 PM
2024-03-01,lottoactivo,25,gallina,09:00 AM
2024-03-01,lottoactivo,5,leon,10:00 AM
2024-03-01,lottoactivo,9,aguila,11:00 AM
2024-03-01,lottoactivo,35,jirafa,12:00 PM
2024-03-01,lottoactivo,34,venado,01:00 PM
2024-03-01,lottoactivo,16,oso,02:00 PM
2024-03-01,lottoactivo,30,caiman,03:00 PM
2024-03-01,lottoactivo,7,perico,04:00 PM
2024-03-01,lottoactivo,31,lapa,05:00 PM
2024-03-01,lottoactivo,30,caiman,06:00 PM
2024-03-01,lottoactivo,28,zamuro,07:00 PM
2024-03-02,lottoactivo,2,toro,09:00 AM
2024-03-02,lottoactivo,30,caiman,10:00 AM
2024-03-02,lottoactivo,7,perico,11:00 AM
2024-03-02,lottoactivo,36,culebra,12:00 PM
2024-03-02,lottoactivo,29,elefante,01:00 PM
2024-03-02,lottoactivo,15,zorro,02:00 PM
2024-03-02,lottoactivo,35,jirafa,03:00 PM
2024-03-02,lottoactivo,24,iguana,04:00 PM
2024-03-02,lottoactivo,28,zamuro,05:00 PM
2024-03-02,lottoactivo,1,carnero,06:00 PM
2024-03-02,lottoactivo,14,paloma,07:00 PM
2024-03-03,lottoactivo,4,alacran,09:00 AM
2024-03-03,lottoactivo,32,ardilla,10:00 AM
2024-03-03,lottoactivo,19,chivo,11:00 AM
2024-03-03,lottoactivo,25,gallina,12:00 PM
2024-03-03,lottoactivo,11,gato,01:00 PM
2024-03-03,lottoactivo,26,vaca,02:00 PM
2024-03-03,lottoactivo,9,aguila,03:00 PM
2024-03-03,lottoactivo,5,leon,04:00 PM
2024-03-03,lottoactivo,13,mono,05:00 PM
2024-03-03,lottoactivo,2,toro,06:00 PM
2024-03-03,lottoactivo,14,paloma,07:00 PM
2024-03-04,lottoactivo,6,rana,09:00 AM
2024-03-04,lottoactivo,21,gallo,10:00 AM
2024-03-04,lottoactivo,9,aguila,11:00 AM
2024-03-04,lottoactivo,28,zamuro,12:00 PM
2024-03-04,lottoactivo,30,caiman,01:00 PM
2024-03-04,lottoactivo,22,camello,02:00 PM
2024-03-04,lottoactivo,16,oso,03:00 PM
2024-03-04,lottoactivo,26,vaca,04:00 PM
2024-03-04,lottoactivo,17,pavo,05:00 PM
2024-03-04,lottoactivo,21,gallo,06:00 PM
2024-03-04,lottoactivo,14,paloma,07:00 PM
2024-03-05,lottoactivo,8,raton,09:00 AM
2024-03-05,lottoactivo,26,vaca,10:00 AM
2024-03-05,lottoactivo,37,ballena,11:00 AM
2024-03-05,lottoactivo,28,zamuro,12:00 PM
2024-03-05,lottoactivo,13,mono,01:00 PM
2024-03-05,lottoactivo,25,gallina,02:00 PM
2024-03-05,lottoactivo,9,aguila,03:00 PM
2024-03-05,lottoactivo,1,carnero,04:00 PM
2024-03-05,lottoactivo,24,iguana,05:00 PM
2024-03-05,lottoactivo,12,caballo,06:00 PM
2024-03-05,lottoactivo,19,chivo,07:00 PM
2024-03-06,lottoactivo,19,chivo,09:00 AM
2024-03-06,lottoactivo,16,oso,10:00 AM
2024-03-06,lottoactivo,27,perro,11:00 AM
2024-03-06,lottoactivo,0,delfin,12:00 PM
2024-03-06,lottoactivo,24,iguana,01:00 PM
2024-03-06,lottoactivo,8,raton,02:00 PM
2024-03-06,lottoactivo,2,toro,03:00 PM
2024-03-06,lottoactivo,37,ballena,04:00 PM
2024-03-06,lottoactivo,15,zorro,05:00 PM
2024-03-06,lottoactivo,1,carnero,06:00 PM
2024-03-06,lottoactivo,4,alacran,07:00 PM
2024-03-07,lottoactivo,33,pescado,09:00 AM
2024-03-07,lottoactivo,29,elefante,10:00 AM
2024-03-07,lottoactivo,27,perro,11:00 AM
2024-03-07,lottoactivo,28,zamuro,12:00 PM
2024-03-07,lottoactivo,16,oso,01:00 PM
2024-03-07,lottoactivo,13,mono,02:00 PM
2024-03-07,lottoactivo,14,paloma,03:00 PM
2024-03-07,lottoactivo,2,toro,04:00 PM
2024-03-07,lottoactivo,9,aguila,05:00 PM
2024-03-07,lottoactivo,10,tigre,06:00 PM
2024-03-07,lottoactivo,35,jirafa,07:00 PM
2024-03-08,lottoactivo,8,raton,09:00 AM
2024-03-08,lottoactivo,21,gallo,10:00 AM
2024-03-08,lottoactivo,25,gallina,11:00 AM
2024-03-08,lottoactivo,15,zorro,12:00 PM
2024-03-08,lottoactivo,6,rana,01:00 PM
2024-03-08,lottoactivo,11,gato,02:00 PM
2024-03-08,lottoactivo,18,burro,03:00 PM
2024-03-08,lottoactivo,13,mono,04:00 PM
2024-03-08,lottoactivo,1,carnero,05:00 PM
2024-03-08,lottoactivo,29,elefante,06:00 PM
2024-03-08,lottoactivo,24,iguana,07:00 PM
2024-03-09,lottoactivo,22,camello,09:00 AM
2024-03-09,lottoactivo,3,ciempies,10:00 AM
2024-03-09,lottoactivo,24,iguana,11:00 AM
2024-03-09,lottoactivo,19,chivo,12:00 PM
2024-03-09,lottoactivo,35,jirafa,01:00 PM
2024-03-09,lottoactivo,31,lapa,02:00 PM
2024-03-09,lottoactivo,36,culebra,03:00 PM
2024-03-09,lottoactivo,13,mono,04:00 PM
2024-03-09,lottoactivo,33,pescado,05:00 PM
2024-03-09,lottoactivo,29,elefante,06:00 PM
2024-03-09,lottoactivo,16,oso,07:00 PM
2024-03-10,lottoactivo,5,leon,09:00 AM
2024-03-10,lottoactivo,8,raton,10:00 AM
2024-03-10,lottoactivo,25,gallina,11:00 AM
2024-03-10,lottoactivo,28,zamuro,12:00 PM
2024-03-10,lottoactivo,16,oso,01:00 PM
2024-03-10,lottoactivo,34,venado,02:00 PM
2024-03-10,lottoactivo,29,elefante,03:00 PM
2024-03-10,lottoactivo,14,paloma,04:00 PM
2024-03-10,lottoactivo,35,jirafa,05:00 PM
2024-03-10,lottoactivo,6,rana,06:00 PM
2024-03-10,lottoactivo,28,zamuro,07:00 PM
2024-03-11,lottoactivo,25,gallina,09:00 AM
2024-03-11,lottoactivo,18,burro,10:00 AM
2024-03-11,lottoactivo,27,perro,11:00 AM
2024-03-11,lottoactivo,4,alacran,12:00 PM
2024-03-11,lottoactivo,24,iguana,01:00 PM
2024-03-11,lottoactivo,1,carnero,02:00 PM
2024-03-11,lottoactivo,30,caiman,03:00 PM
2024-03-11,lottoactivo,8,raton,04:00 PM
2024-03-11,lottoactivo,23,cebra,05:00 PM
2024-03-11,lottoactivo,16,oso,06:00 PM
2024-03-11,lottoactivo,11,gato,07:00 PM
2024-03-12,lottoactivo,15,zorro,09:00 AM
2024-03-12,lottoactivo,14,paloma,10:00 AM
2024-03-12,lottoactivo,34,venado,11:00 AM
2024-03-12,lottoactivo,28,zamuro,12:00 PM
2024-03-12,lottoactivo,29,elefante,01:00 PM
2024-03-12,lottoactivo,30,caiman,02:00 PM
2024-03-12,lottoactivo,32,ardilla,03:00 PM
2024-03-12,lottoactivo,18,burro,04:00 PM
2024-03-12,lottoactivo,25,gallina,05:00 PM
2024-03-12,lottoactivo,13,mono,06:00 PM
2024-03-12,lottoactivo,34,venado,07:00 PM
2024-03-13,lottoactivo,10,tigre,09:00 AM
2024-03-13,lottoactivo,24,iguana,10:00 AM
2024-03-13,lottoactivo,26,vaca,11:00 AM
2024-03-13,lottoactivo,11,gato,12:00 PM
2024-03-13,lottoactivo,35,jirafa,01:00 PM
2024-03-13,lottoactivo,28,zamuro,02:00 PM
2024-03-13,lottoactivo,13,mono,03:00 PM
2024-03-13,lottoactivo,22,camello,04:00 PM
2024-03-13,lottoactivo,26,vaca,05:00 PM
2024-03-13,lottoactivo,9,aguila,06:00 PM
2024-03-13,lottoactivo,15,zorro,07:00 PM
2024-03-14,lottoactivo,29,elefante,09:00 AM
2024-03-14,lottoactivo,20,cochino,10:00 AM
2024-03-14,lottoactivo,17,pavo,11:00 AM
2024-03-14,lottoactivo,14,paloma,12:00 PM
2024-03-14,lottoactivo,35,jirafa,01:00 PM
2024-03-14,lottoactivo,1,carnero,02:00 PM
2024-03-14,lottoactivo,22,camello,03:00 PM
2024-03-14,lottoactivo,9,aguila,04:00 PM
2024-03-14,lottoactivo,34,venado,05:00 PM
2024-03-14,lottoactivo,21,gallo,06:00 PM
2024-03-14,lottoactivo,24,iguana,07:00 PM
2024-03-15,lottoactivo,32,ardilla,09:00 AM
2024-03-15,lottoactivo,28,zamuro,10:00 AM
2024-03-15,lottoactivo,14,paloma,11:00 AM
2024-03-15,lottoactivo,10,tigre,12:00 PM
2024-03-15,lottoactivo,8,raton,01:00 PM
2024-03-15,lottoactivo,20,cochino,02:00 PM
2024-03-15,lottoactivo,13,mono,03:00 PM
2024-03-15,lottoactivo,29,elefante,04:00 PM
2024-03-15,lottoactivo,37,ballena,05:00 PM
2024-03-15,lottoactivo,17,pavo,06:00 PM
2024-03-15,lottoactivo,1,carnero,07:00 PM
2024-03-16,lottoactivo,11,gato,09:00 AM
2024-03-16,lottoactivo,2,toro,10:00 AM
2024-03-16,lottoactivo,11,gato,11:00 AM
2024-03-16,lottoactivo,15,zorro,12:00 PM
2024-03-16,lottoactivo,23,cebra,01:00 PM
2024-03-16,lottoactivo,21,gallo,02:00 PM
2024-03-16,lottoactivo,0,delfin,03:00 PM
2024-03-16,lottoactivo,28,zamuro,04:00 PM
2024-03-16,lottoactivo,3,ciempies,05:00 PM
2024-03-16,lottoactivo,5,leon,06:00 PM
2024-03-16,lottoactivo,2,toro,07:00 PM
2024-03-17,lottoactivo,26,vaca,09:00 AM
2024-03-17,lottoactivo,25,gallina,10:00 AM
2024-03-17,lottoactivo,10,tigre,11:00 AM
2024-03-17,lottoactivo,3,ciempies,12:00 PM
2024-03-17,lottoactivo,20,cochino,01:00 PM
2024-03-17,lottoactivo,15,zorro,02:00 PM
2024-03-17,lottoactivo,37,ballena,03:00 PM
2024-03-17,lottoactivo,7,perico,04:00 PM
2024-03-17,lottoactivo,9,aguila,05:00 PM
2024-03-17,lottoactivo,3,ciempies,06:00 PM
2024-03-17,lottoactivo,1,carnero,07:00 PM
2024-03-18,lottoactivo,32,ardilla,09:00 AM
2024-03-18,lottoactivo,31,lapa,10:00 AM
2024-03-18,lottoactivo,28,zamuro,11:00 AM
2024-03-18,lottoactivo,23,cebra,12:00 PM
2024-03-18,lottoactivo,36,culebra,01:00 PM
2024-03-18,lottoactivo,3,ciempies,02:00 PM
2024-03-18,lottoactivo,27,perro,03:00 PM
2024-03-18,lottoactivo,1,carnero,04:00 PM
2024-03-18,lottoactivo,33,pescado,05:00 PM
2024-03-18,lottoactivo,26,vaca,06:00 PM
2024-03-18,lottoactivo,37,ballena,07:00 PM
2024-03-19,lottoactivo,16,oso,09:00 AM
2024-03-19,lottoactivo,4,alacran,10:00 AM
2024-03-19,lottoactivo,12,caballo,11:00 AM
2024-03-19,lottoactivo,19,chivo,12:00 PM
2024-03-19,lottoactivo,4,alacran,01:00 PM
2024-03-19,lottoactivo,37,ballena,02:00 PM
2024-03-19,lottoactivo,13,mono,03:00 PM
2024-03-19,lottoactivo,32,ardilla,04:00 PM
2024-03-19,lottoactivo,3,ciempies,05:00 PM
2024-03-19,lottoactivo,27,perro,06:00 PM
2024-03-19,lottoactivo,35,jirafa,07:00 PM
2024-03-20,lottoactivo,35,jirafa,09:00 AM
2024-03-20,lottoactivo,10,tigre,10:00 AM
2024-03-20,lottoactivo,21,gallo,11:00 AM
2024-03-20,lottoactivo,2,toro,12:00 PM
2024-03-20,lottoactivo,37,ballena,01:00 PM
2024-03-20,lottoactivo,28,zamuro,02:00 PM
2024-03-20,lottoactivo,34,venado,03:00 PM
2024-03-20,lottoactivo,9,aguila,04:00 PM
2024-03-20,lottoactivo,11,gato,05:00 PM
2024-03-20,lottoactivo,3,ciempies,06:00 PM
2024-03-20,lottoactivo,13,mono,07:00 PM
2024-03-21,lottoactivo,8,raton,09:00 AM
2024-03-21,lottoactivo,11,gato,10:00 AM
2024-03-21,lottoactivo,13,mono,11:00 AM
2024-03-21,lottoactivo,22,camello,12:00 PM
2024-03-21,lottoactivo,9,aguila,01:00 PM
2024-03-21,lottoactivo,35,jirafa,02:00 PM
2024-03-21,lottoactivo,19,chivo,03:00 PM
2024-03-21,lottoactivo,37,ballena,04:00 PM
2024-03-21,lottoactivo,17,pavo,05:00 PM
2024-03-21,lottoactivo,10,tigre,06:00 PM
2024-03-21,lottoactivo,22,camello,07:00 PM
2024-03-22,lottoactivo,28,zamuro,09:00 AM
2024-03-22,lottoactivo,36,culebra,10:00 AM
2024-03-22,lottoactivo,1,carnero,11:00 AM
2024-03-22,lottoactivo,32,ardilla,12:00 PM
2024-03-22,lottoactivo,15,zorro,01:00 PM
2024-03-22,lottoactivo,35,jirafa,02:00 PM
2024-03-22,lottoactivo,21,gallo,03:00 PM
2024-03-22,lottoactivo,13,mono,04:00 PM
2024-03-22,lottoactivo,9,aguila,05:00 PM
2024-03-22,lottoactivo,14,paloma,06:00 PM
2024-03-22,lottoactivo,14,paloma,07:00 PM
2024-03-23,lottoactivo,4,alacran,09:00 AM
2024-03-23,lottoactivo,22,camello,10:00 AM
2024-03-23,lottoactivo,20,cochino,11:00 AM
2024-03-23,lottoactivo,9,aguila,12:00 PM
2024-03-23,lottoactivo,26,vaca,01:00 PM
2024-03-23,lottoactivo,14,paloma,02:00 PM
2024-03-23,lottoactivo,3,ciempies,03:00 PM
2024-03-23,lottoactivo,28,zamuro,04:00 PM
2024-03-23,lottoactivo,15,zorro,05:00 PM
2024-03-23,lottoactivo,12,caballo,06:00 PM
2024-03-23,lottoactivo,36,culebra,07:00 PM
2024-03-24,lottoactivo,33,pescado,09:00 AM
2024-03-24,lottoactivo,17,pavo,10:00 AM
2024-03-24,lottoactivo,20,cochino,11:00 AM
2024-03-24,lottoactivo,21,gallo,12:00 PM
2024-03-24,lottoactivo,11,gato,01:00 PM
2024-03-24,lottoactivo,28,zamuro,02:00 PM
2024-03-24,lottoactivo,19,chivo,03:00 PM
2024-03-24,lottoactivo,33,pescado,04:00 PM
2024-03-24,lottoactivo,2,toro,05:00 PM
2024-03-24,lottoactivo,34,venado,06:00 PM
2024-03-24,lottoactivo,23,cebra,07:00 PM
2024-03-25,lottoactivo,27,perro,09:00 AM
2024-03-25,lottoactivo,5,leon,10:00 AM
2024-03-25,lottoactivo,17,pavo,11:00 AM
2024-03-25,lottoactivo,0,delfin,12:00 PM
2024-03-25,lottoactivo,20,cochino,01:00 PM
2024-03-25,lottoactivo,4,alacran,02:00 PM
2024-03-25,lottoactivo,15,zorro,03:00 PM
2024-03-25,lottoactivo,36,culebra,04:00 PM
2024-03-25,lottoactivo,10,tigre,05:00 PM
2024-03-25,lottoactivo,35,jirafa,06:00 PM
2024-03-25,lottoactivo,22,camello,07:00 PM
2024-03-26,lottoactivo,10,tigre,09:00 AM
2024-03-26,lottoactivo,32,ardilla,10:00 AM
2024-03-26,lottoactivo,13,mono,11:00 AM
2024-03-26,lottoactivo,1,carnero,12:00 PM
2024-03-26,lottoactivo,3,ciempies,01:00 PM
2024-03-26,lottoactivo,8,raton,02:00 PM
2024-03-26,lottoactivo,33,pescado,03:00 PM
2024-03-26,lottoactivo,22,camello,04:00 PM
2024-03-26,lottoactivo,24,iguana,05:00 PM
2024-03-26,lottoactivo,0,delfin,06:00 PM
2024-03-26,lottoactivo,1,carnero,07:00 PM
2024-03-27,lottoactivo,18,burro,09:00 AM
2024-03-27,lottoactivo,22,camello,10:00 AM
2024-03-27,lottoactivo,29,elefante,11:00 AM
2024-03-27,lottoactivo,17,pavo,12:00 PM
2024-03-27,lottoactivo,10,tigre,01:00 PM
2024-03-27,lottoactivo,2,toro,02:00 PM
2024-03-27,lottoactivo,25,gallina,03:00 PM
2024-03-27,lottoactivo,19,chivo,04:00 PM
2024-03-27,lottoactivo,29,elefante,05:00 PM
2024-03-27,lottoactivo,6,rana,06:00 PM
2024-03-27,lottoactivo,5,leon,07:00 PM
2024-03-28,lottoactivo,31,lapa,09:00 AM
2024-03-28,lottoactivo,5,leon,10:00 AM
2024-03-28,lottoactivo,27,perro,11:00 AM
2024-03-28,lottoactivo,3,ciempies,12:00 PM
2024-03-28,lottoactivo,6,rana,01:00 PM
2024-03-28,lottoactivo,23,cebra,02:00 PM
2024-03-28,lottoactivo,16,oso,03:00 PM
2024-03-28,lottoactivo,2,toro,04:00 PM
2024-03-28,lottoactivo,16,oso,05:00 PM
2024-03-28,lottoactivo,7,perico,06:00 PM
2024-03-28,lottoactivo,30,caiman,07:00 PM
2024-03-30,lottoactivo,16,oso,09:00 AM
2024-03-30,lottoactivo,36,culebra,10:00 AM
2024-03-30,lottoactivo,8,raton,11:00 AM
2024-03-30,lottoactivo,32,ardilla,12:00 PM
2024-03-30,lottoactivo,21,gallo,01:00 PM
2024-03-30,lottoactivo,18,burro,02:00 PM
2024-03-30,lottoactivo,34,venado,03:00 PM
2024-03-30,lottoactivo,32,ardilla,04:00 PM
2024-03-30,lottoactivo,19,chivo,05:00 PM
2024-03-30,lottoactivo,17,pavo,06:00 PM
2024-03-30,lottoactivo,35,jirafa,07:00 PM
2024-03-31,lottoactivo,22,camello,09:00 AM
2024-03-31,lottoactivo,33,pescado,10:00 AM
2024-03-31,lottoactivo,0,delfin,11:00 AM
2024-03-31,lottoactivo,33,pescado,12:00 PM
2024-03-31,lottoactivo,28,zamuro,01:00 PM
2024-03-31,lottoactivo,2,toro,02:00 PM
2024-03-31,lottoactivo,5,leon,03:00 PM
2024-03-31,lottoactivo,11,gato,04:00 PM
2024-03-31,lottoactivo,32,ardilla,05:00 PM
2024-03-31,lottoactivo,6,rana,06:00 PM
2024-03-31,lottoactivo,11,gato,07:00 PM
2024-04-01,lottoactivo,10,tigre,09:00 AM
2024-04-01,lottoactivo,36,culebra,10:00 AM
2024-04-01,lottoactivo,4,alacran,11:00 AM
2024-04-01,lottoactivo,35,jirafa,12:00 PM
2024-04-01,lottoactivo,20,cochino,01:00 PM
2024-04-01,lottoactivo,34,venado,02:00 PM
2024-04-01,lottoactivo,12,caballo,03:00 PM
2024-04-01,lottoactivo,16,oso,04:00 PM
2024-04-01,lottoactivo,0,delfin,05:00 PM
2024-04-01,lottoactivo,12,caballo,06:00 PM
2024-04-01,lottoactivo,32,ardilla,07:00 PM
2024-04-02,lottoactivo,26,vaca,09:00 AM
2024-04-02,lottoactivo,27,perro,10:00 AM
2024-04-02,lottoactivo,20,cochino,11:00 AM
2024-04-02,lottoactivo,19,chivo,12:00 PM
2024-04-02,lottoactivo,33,pescado,01:00 PM
2024-04-02,lottoactivo,5,leon,02:00 PM
2024-04-02,lottoactivo,36,culebra,03:00 PM
2024-04-02,lottoactivo,32,ardilla,04:00 PM
2024-04-02,lottoactivo,22,camello,05:00 PM
2024-04-02,lottoactivo,16,oso,06:00 PM
2024-04-02,lottoactivo,29,elefante,07:00 PM
2024-04-03,lottoactivo,0,delfin,09:00 AM
2024-04-03,lottoactivo,5,leon,10:00 AM
2024-04-03,lottoactivo,13,mono,11:00 AM
2024-04-03,lottoactivo,32,ardilla,12:00 PM
2024-04-03,lottoactivo,31,lapa,01:00 PM
2024-04-03,lottoactivo,29,elefante,02:00 PM
2024-04-03,lottoactivo,21,gallo,03:00 PM
2024-04-03,lottoactivo,25,gallina,04:00 PM
2024-04-03,lottoactivo,11,gato,05:00 PM
2024-04-03,lottoactivo,23,cebra,06:00 PM
2024-04-03,lottoactivo,5,leon,07:00 PM
2024-04-04,lottoactivo,3,ciempies,09:00 AM
2024-04-04,lottoactivo,9,aguila,10:00 AM
2024-04-04,lottoactivo,20,cochino,11:00 AM
2024-04-04,lottoactivo,0,delfin,12:00 PM
2024-04-04,lottoactivo,22,camello,01:00 PM
2024-04-04,lottoactivo,32,ardilla,02:00 PM
2024-04-04,lottoactivo,27,perro,03:00 PM
2024-04-04,lottoactivo,19,chivo,04:00 PM
2024-04-04,lottoactivo,25,gallina,05:00 PM
2024-04-04,lottoactivo,33,pescado,06:00 PM
2024-04-04,lottoactivo,35,jirafa,07:00 PM
2024-04-05,lottoactivo,27,perro,09:00 AM
2024-04-05,lottoactivo,21,gallo,10:00 AM
2024-04-05,lottoactivo,4,alacran,11:00 AM
2024-04-05,lottoactivo,31,lapa,12:00 PM
2024-04-05,lottoactivo,18,burro,01:00 PM
2024-04-05,lottoactivo,3,ciempies,02:00 PM
2024-04-05,lottoactivo,26,vaca,03:00 PM
2024-04-05,lottoactivo,33,pescado,04:00 PM
2024-04-05,lottoactivo,6,rana,05:00 PM
2024-04-05,lottoactivo,2,toro,06:00 PM
2024-04-05,lottoactivo,18,burro,07:00 PM
2024-04-06,lottoactivo,12,caballo,09:00 AM
2024-04-06,lottoactivo,10,tigre,10:00 AM
2024-04-06,lottoactivo,31,lapa,11:00 AM
2024-04-06,lottoactivo,17,pavo,12:00 PM
2024-04-06,lottoactivo,24,iguana,01:00 PM
2024-04-06,lottoactivo,18,burro,02:00 PM
2024-04-06,lottoactivo,8,raton,03:00 PM
2024-04-06,lottoactivo,0,delfin,04:00 PM
2024-04-06,lottoactivo,13,mono,05:00 PM
2024-04-06,lottoactivo,4,alacran,06:00 PM
2024-04-06,lottoactivo,27,perro,07:00 PM
2024-04-07,lottoactivo,11,gato,09:00 AM
2024-04-07,lottoactivo,37,ballena,10:00 AM
2024-04-07,lottoactivo,18,burro,11:00 AM
2024-04-07,lottoactivo,10,tigre,12:00 PM
2024-04-07,lottoactivo,12,caballo,01:00 PM
2024-04-07,lottoactivo,17,pavo,02:00 PM
2024-04-07,lottoactivo,27,perro,03:00 PM
2024-04-07,lottoactivo,15,zorro,04:00 PM
2024-04-07,lottoactivo,8,raton,05:00 PM
2024-04-07,lottoactivo,27,perro,06:00 PM
2024-04-07,lottoactivo,1,carnero,07:00 PM
2024-04-08,lottoactivo,3,ciempies,09:00 AM
2024-04-08,lottoactivo,21,gallo,10:00 AM
2024-04-08,lottoactivo,12,caballo,11:00 AM
2024-04-08,lottoactivo,26,vaca,12:00 PM
2024-04-08,lottoactivo,13,mono,01:00 PM
2024-04-08,lottoactivo,28,zamuro,02:00 PM
2024-04-08,lottoactivo,6,rana,03:00 PM
2024-04-08,lottoactivo,16,oso,04:00 PM
2024-04-08,lottoactivo,13,mono,05:00 PM
2024-04-08,lottoactivo,23,cebra,06:00 PM
2024-04-08,lottoactivo,20,cochino,07:00 PM
2024-04-09,lottoactivo,2,toro,09:00 AM
2024-04-09,lottoactivo,18,burro,10:00 AM
2024-04-09,lottoactivo,5,leon,11:00 AM
2024-04-09,lottoactivo,21,gallo,12:00 PM
2024-04-09,lottoactivo,0,delfin,01:00 PM
2024-04-09,lottoactivo,20,cochino,02:00 PM
2024-04-09,lottoactivo,1,carnero,03:00 PM
2024-04-09,lottoactivo,13,mono,04:00 PM
2024-04-09,lottoactivo,9,aguila,05:00 PM
2024-04-09,lottoactivo,34,venado,06:00 PM
2024-04-09,lottoactivo,8,raton,07:00 PM
2024-04-10,lottoactivo,6,rana,09:00 AM
2024-04-10,lottoactivo,11,gato,10:00 AM
2024-04-10,lottoactivo,23,cebra,11:00 AM
2024-04-10,lottoactivo,32,ardilla,12:00 PM
2024-04-10,lottoactivo,30,caiman,01:00 PM
2024-04-10,lottoactivo,12,caballo,02:00 PM
2024-04-10,lottoactivo,25,gallina,03:00 PM
2024-04-10,lottoactivo,22,camello,04:00 PM
2024-04-10,lottoactivo,17,pavo,05:00 PM
2024-04-10,lottoactivo,25,gallina,06:00 PM
2024-04-10,lottoactivo,2,toro,07:00 PM
2024-04-11,lottoactivo,29,elefante,09:00 AM
2024-04-11,lottoactivo,36,culebra,10:00 AM
2024-04-11,lottoactivo,17,pavo,11:00 AM
2024-04-11,lottoactivo,19,chivo,12:00 PM
2024-04-11,lottoactivo,23,cebra,01:00 PM
2024-04-11,lottoactivo,27,perro,02:00 PM
2024-04-11,lottoactivo,16,oso,03:00 PM
2024-04-11,lottoactivo,2,toro,04:00 PM
2024-04-11,lottoactivo,24,iguana,05:00 PM
2024-04-11,lottoactivo,0,delfin,06:00 PM
2024-04-11,lottoactivo,32,ardilla,07:00 PM
2024-04-12,lottoactivo,2,toro,09:00 AM
2024-04-12,lottoactivo,35,jirafa,10:00 AM
2024-04-12,lottoactivo,33,pescado,11:00 AM
2024-04-12,lottoactivo,27,perro,12:00 PM
2024-04-12,lottoactivo,4,alacran,01:00 PM
2024-04-12,lottoactivo,29,elefante,02:00 PM
2024-04-12,lottoactivo,32,ardilla,03:00 PM
2024-04-12,lottoactivo,0,delfin,04:00 PM
2024-04-12,lottoactivo,22,camello,05:00 PM
2024-04-12,lottoactivo,8,raton,06:00 PM
2024-04-12,lottoactivo,18,burro,07:00 PM
2024-04-13,lottoactivo,32,ardilla,09:00 AM
2024-04-13,lottoactivo,26,vaca,10:00 AM
2024-04-13,lottoactivo,23,cebra,11:00 AM
2024-04-13,lottoactivo,11,gato,12:00 PM
2024-04-13,lottoactivo,6,rana,01:00 PM
2024-04-13,lottoactivo,7,perico,02:00 PM
2024-04-13,lottoactivo,1,carnero,03:00 PM
2024-04-13,lottoactivo,17,pavo,04:00 PM
2024-04-13,lottoactivo,24,iguana,05:00 PM
2024-04-13,lottoactivo,22,camello,06:00 PM
2024-04-13,lottoactivo,31,lapa,07:00 PM
2024-04-14,lottoactivo,2,toro,09:00 AM
2024-04-14,lottoactivo,19,chivo,10:00 AM
2024-04-14,lottoactivo,13,mono,11:00 AM
2024-04-14,lottoactivo,23,cebra,12:00 PM
2024-04-14,lottoactivo,37,ballena,01:00 PM
2024-04-14,lottoactivo,17,pavo,02:00 PM
2024-04-14,lottoactivo,8,raton,03:00 PM
2024-04-14,lottoactivo,3,ciempies,04:00 PM
2024-04-14,lottoactivo,32,ardilla,05:00 PM
2024-04-14,lottoactivo,28,zamuro,06:00 PM
2024-04-14,lottoactivo,28,zamuro,07:00 PM
2024-04-15,lottoactivo,10,tigre,09:00 AM
2024-04-15,lottoactivo,26,vaca,10:00 AM
2024-04-15,lottoactivo,5,leon,11:00 AM
2024-04-15,lottoactivo,0,delfin,12:00 PM
2024-04-15,lottoactivo,8,raton,01:00 PM
2024-04-15,lottoactivo,27,perro,02:00 PM
2024-04-15,lottoactivo,19,chivo,03:00 PM
2024-04-15,lottoactivo,7,perico,04:00 PM
2024-04-15,lottoactivo,18,burro,05:00 PM
2024-04-15,lottoactivo,3,ciempies,06:00 PM
2024-04-15,lottoactivo,2,toro,07:00 PM
2024-04-16,lottoactivo,21,gallo,09:00 AM
2024-04-16,lottoactivo,20,cochino,10:00 AM
2024-04-16,lottoactivo,0,delfin,11:00 AM
2024-04-16,lottoactivo,6,rana,12:00 PM
2024-04-16,lottoactivo,23,cebra,01:00 PM
2024-04-16,lottoactivo,9,aguila,02:00 PM
2024-04-16,lottoactivo,2,toro,03:00 PM
2024-04-16,lottoactivo,30,caiman,04:00 PM
2024-04-16,lottoactivo,8,raton,05:00 PM
